game_name	relise_year	func_name	ext_list	script_name	com1	com2
Delta Force 2		_GAUP	PFF Files (*.PFF)|			
Delta Force Landwarrior (PFF)	Page not found!	_QuickBMS	pff file (*.pff)|	\data\scripts\Delta_Force_Landwarrior_PFF.bms		
Delta Force Landwarrior (PWF)	Page not found!	_QuickBMS	pwf file (*.pwf)|	\data\scripts\Delta_Force_Landwarrior_PWF.bms		
Delta Force Xtreme (PFF)	2005	_QuickBMS		\data\scripts\PFF_PFF3.bms		
Delta Force: Black Hawk Down - Team Sabre		_GAUP	PFF Files (*.PFF)|			
Delta Force: Black Hawk Down - Team Sabre(PSP)	2006	_Asura				
Delta Force: Land Warrior (PFF)	Page not found!	_QuickBMS		\data\scripts\PFF.bms		
Delta Force: Land Warrior (SBF)	Page not found!	_QuickBMS		\data\scripts\SBF_SBF0.bms		
Delta OPS	Page not found!	_QuickBMS		\data\scripts\funlabs.bms		
Delta Zone		_Unreal4	0x9A4DA8D0844329EDC0D58CC75F3A356E9F50D6AC670AD9CCEE170A1CDADCC2CC			
Delude - Succubus Prison	2017	_Construct				
Demojitsu	Page not found!	_QuickBMS		\data\scripts\demojitsu.bms		
Demolicius	2012	_Unigene				
Demolition Company	2010	_QuickBMS		\data\scripts\giants_software.bms		
Demon Cycle	2021	_Godot				
Demon Hunter Legion	Page not found!	_QuickBMS		\data\scripts\demon_hunter_legion.bms		
Demon Hunter Online	Page not found!	_QuickBMS		\data\scripts\demon_hunter_online.bms		
Demon Skin	2021	_Unreal4	0x6A4131AE426ECB22FA507E0A6CDA5F053A6625109D9D047AFC81F40124F740CF			
Demonizer	2020	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Demons Are Crazy	2019	_Unreal4	0x8C8DFC200EB2CE9D2204322F07B1C4249B7FEC1C4A9FEC0908A26A498927D31B			
Demons Soul	Page not found!	_QuickBMS		\data\scripts\demons_soul.bms		
Demonstar		_GAUP	GLB Files (*.GLB)|			
Denon	Page not found!	_QuickBMS		\data\scripts\bcod.bms		
Denpamen 3	Page not found!	_QuickBMS		\data\scripts\denpamen3.bms		
Deo	Page not found!	_QuickBMS		\data\scripts\deo.bms		
Depth Dwellers	1994	_QuickBMS		\data\scripts\depth_dwellers.bms		
Depth Hunter	2011	_QuickBMS		\data\scripts\biart7.bms		
Depth Hunter 2	2014	_QuickBMS		\data\scripts\depth_hunter.bms		
Depths of Limbo	2017	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Descent (HOG)	1995	_QuickBMS	hog file (*.hog)|	\data\scripts\Descent_1_HOG.bms		
Descent 2 (HOG)	1996	_QuickBMS	hog file (*.hog)|	\data\scripts\HOG_DHF.bms		
Descent 3	1999	_QuickBMS		\data\scripts\HOG_HOG2.bms		
Descent Freespace: The Great War	Page not found!	_QuickBMS		\data\scripts\VP_VPVP.bms		
Desert Strike	дата	_QuickBMS	dat file (*.dat)|	\data\scripts\DAT_5.bms		
Desperados: Wanted Dead or Alive		_ZIP				
Destinata FULL RED	2020	_Construct				
Destiny	2014	_QuickBMS		\data\scripts\destiny.bms		
Destiny Child (KR)	Page not found!	_QuickBMS		\data\scripts\destiny_child_kr.bms		
Destiny of Thrones	Page not found!	_QuickBMS		\data\scripts\destiny_of_thrones.bms		
Destroy the Dummies	2021	_Godot				
Destroyed Aperture	2021	_Source				
Destruction Derby		_GAUP	000, 001 Files (*.; 000; 001)|			
Destruction Derby 2		_GAUP	DIRINFO.* Files (DIRINFO.*)|			
Desura MCF archives	Page not found!	_QuickBMS		\data\scripts\mcf.bms		
Dethkarz		_ZIP				
Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition	2016	_Construct				
Deus Ex: Breach	2017	_Glacier				
Deus Ex: Human Revolution (Xbox 360)	2011	_QuickBMS		\data\scripts\tomb_raider_legend_mul_xbox360.bms		
Deus Ex: Human Revolution (Xbox 360) (MUL)	2011	_QuickBMS	MUL File (*.mul)|	\data\scripts\dehr_1.bms		
Deus Ex: Human Revolution (Xbox 360) (MUL), script 2	2011	_QuickBMS	MUL File (*.mul)|	\data\scripts\dehr_2.bms		
Deus Ex: Mankind Devided	2016	_Glacier				
Deus Ex: Narrative Divided (PC, PS4, XBOXONE)	2016	_QuickBMS		\data\scripts\dxmd_dxb_archive.bms		
Deus Ex: Sixty-Hour Arcade Hacking Game	2016	_QuickBMS		\data\scripts\dxmd_dxb_archive.bms		
Devil May Cry 4: Special Edition	2015	_MTFramework				
Devil May Cry 5	2019	_REEngine	dmc5_pak_names_release			
Devolverland Expo	2020	_Unreal4	0x66ADF8139B89F54453C45A380E9BAA5BADF489544482FBB8DF3C480D47A76192			
Dexters Lab	Page not found!	_QuickBMS		\data\scripts\dexter_mandarks_lab.bms		
Diablo	1996	_QuickBMS	Blizzard MPQ File (*.mpq;*.exe;*.S2MA;*.SC2Data;*.SC2Map;*.SC2Mod;*.SC2Assets;*.SC2Archive;*.mpqe)|	\data\wcx\TotalObserver.wcx		
Diablo II	2000	_QuickBMS	Blizzard MPQ File (*.mpq;*.exe;*.S2MA;*.SC2Data;*.SC2Map;*.SC2Mod;*.SC2Assets;*.SC2Archive;*.mpqe)|	\data\wcx\TotalObserver.wcx		
Diablo: Hellfire	1997	_QuickBMS	Blizzard MPQ File (*.mpq;*.exe;*.S2MA;*.SC2Data;*.SC2Map;*.SC2Mod;*.SC2Assets;*.SC2Archive;*.mpqe)|	\data\wcx\TotalObserver.wcx		
Dialogue Designer	2020	_Godot				
Die Already	2019	_Construct				
Die by the Sword	1998	_QuickBMS	ATD File (*.atd)|	\data\scripts\die_by_the_sword_atd.bms		
Die Hard: Nakatomi Plaza 	2002	_LithTech				
Diesel Brothers 	2019	_Unreal4	0x476D83AE123A3503470C05A213A5DBF3B76C75E260B7AE5DB0FA4A7219318197			
Difficult Platformer Game	2020	_Godot				
Digimon	Page not found!	_QuickBMS		\data\scripts\digimon_vfs2.bms		
Dillion's Rolling Western	Page not found!	_QuickBMS		\data\scripts\dillion.bms		
Dino and Aliens	2004	_QuickBMS		\data\scripts\dino_aliens.bms		
Dino D-Day	2011	_Source				
Dino R-R-rage Defense	Page not found!	_QuickBMS	(data.dat)|	\data\scripts\dino_rrrage.bms		
DinoHunters		_QuickBMS		\data\wcx\TotalObserver.wcx		
Dinosaur Resurrection	Page not found!	_QuickBMS		\data\scripts\falcom_lb.bms		
Dinotopia	1995	_SAU				
Dirty Little Helper		_ZIP				
Disaster Report	2002	_QuickBMS		\data\scripts\disaster_report.bms		
Disaster Report 4: Summer Memories	2020	_Unreal4	0x701D39C3D8F635448059AFFA0166C80FB4344DBAAE565BB50728F92F584745DA			
Disciples II - Dark Prophecy		_GAUP	FF Files (*.FF)|			
Disciples: Sacred Lands	1999	_SAU				
Dishonored 2 	2016	_idTech				
Dishonored: Death of the Outsider	2017	_idTech				
Dislyte 		_Unreal4	0xF63D5DAE26E583B0C768F3F4EACC16C08831C8533998919A2BF02D1FDFC15D8C			
Dismantled	2020	_idTech				
Disney Extreme Skate Adventure	Page not found!	_QuickBMS		\data\scripts\disney_skate_prg.bms		
Disney Friends	Page not found!	_QuickBMS	Disney Friends (rom.bin)|	\data\scripts\disney_friends.bms		
Disney Heroes: Battle Mode	Page not found!	_QuickBMS		\data\scripts\disney_heroes_tabb.bms		
Disney Infinity 3.0	Page not found!	_QuickBMS		\data\scripts\disney_infinity.bms		
Disney Universe	2011	_QuickBMS		\data\scripts\disney_universe.bms		
Dissidia	Page not found!	_QuickBMS		\data\scripts\dissidia.bms		
Divina	Page not found!	_QuickBMS		\data\scripts\divina.bms		
Divine Divinity	2002	_SAU				
Divinia Chronicles: Relics of Gan-Ti	2015	_Source				
Divinity 2	Page not found!	_QuickBMS	Divinity 2 archives (*.dv2)|	\data\scripts\dv2.bms		
Divinity: Original Sin	2014	_QuickBMS		\data\scripts\lspk.bms		
Division, Tom Clancy’s	2016	_QuickBMS	SDF Files (*sdf*)|	\data\scripts\ubisoft_sdf.bms		
DJ Hero (Wii)	2009	_QuickBMS	far file (*.far)|	\data\scripts\djhero_far.bms		
DJ Hero 2 (Xbox360)	2010	_QuickBMS	img file (*.img)|	\data\scripts\djhero2.bms		
Do You Like Horny Bunnies	2002	_QuickBMS		\data\scripts\horny_bunnies.bms		
Doctor Who - The Adventure Games	Page not found!	_QuickBMS	EPC File (*.Epc)|	\data\scripts\doctor_who.bms		
Document (PS2)	Page not found!	_QuickBMS		\data\scripts\mgs2_dat.bms		
Dodge It		_Unreal4	0xA8D7C93F271908CB33F631B00B4ABBDA0365AFAABFA610D16D35D60D15620D73			
DOGOS	2016	_QuickBMS		\data\scripts\dogos.bms		
Dokodemo Issho 	Page not found!	_QuickBMS		\data\scripts\dokodemo_issho.bms		
Dolphin Island: Underwater Adventures	Page not found!	_QuickBMS	BIN File (*.bin)|	\data\scripts\bank.bin.bms		
Dominion: Storm Over Gift 3	1998	_QuickBMS		\data\scripts\dominion_sog3.bms		
Dominium Mundi	2020	_Godot				
Domino Sandbox	2021	_Godot				
Dominus	1994	_SAU				
Don Bradman Cricket	Page not found!	_QuickBMS		\data\scripts\rugby_league_live_2.bms		
Don't Disturb	2016	_Construct				
Donald Duck Goin Quackers	Page not found!	_QuickBMS		\data\scripts\donald_duck_quackers.bms		
Doom (1993)	1993	_idTech				
Doom (2016)	2016	_idTech				
DOOM 2 (Xbox)	1994	_QuickBMS		\data\scripts\doom2_xbox.bms		
DOOM 2D Forever	1996	_QuickBMS		\data\scripts\doom2df.bms		
Doom 3 	2004	_idTech				
Doom 3: BFG Edition	2012	_idTech				
Doom 3: Resurrection of Evil 	2005	_idTech				
Doom 64	1997	_idTech				
DOOM 64 (Remastered)	2020	_ZIP	KPF Files (*,kpf)|			
DOOM Eternal 	2020	_idTech				
Doom II: Hell on Earth 	1994	_idTech				
DOOM VFR 	2017	_idTech				
Doom: Evilition	1994	_idTech				
Doom: Plutonia Experiment	1994	_idTech				
DOOMBRINGER	2021	_idTech				
Doomsday Engine	2003	_idTech				
Doomsday Racers (PS2) (SFD to SS2)	Page not found!	_QuickBMS		\data\scripts\sdf2ss2.bms		
Door in the Woods	2019	_Godot				
Dora the Explorer: Journey to the Purple Planet [PS2]	Page not found!	_QuickBMS		\data\scripts\dora_explorer_ps2.bms		
Dot hack series games	Page not found!	_QuickBMS		\data\scripts\hacklink_ccs.bms		
Dota 2	2013	_Source				
Dota Underlords	2019	_Source				
Double Action: Boogaloo	2014	_Source				
Double Dragon Neon	2012	_QuickBMS		\data\scripts\double_dragon_neon.bms		
DPS Telecom files	Page not found!	_QuickBMS		\data\scripts\dps_telecom.bms		
Dr Muto	дата	_QuickBMS		\data\scripts\dr_muto.bms		
Dracula 2: The Last Sanctuary		_GAUP	DAT Files (*.DAT)|			
Dracula Love Kills	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Dracula Twins		_ZIP				
Drafting Tales	2020	_Godot				
Dragon Age 2	2011	_Aurora				
Dragon Age: Inquisition	2014	_FrostBite	3			
Dragon Age: Origin	2009	_Aurora				
Dragon Ball FighterZ		_Unreal4	0x6239755730524B4E593931626538484E334C656D6936386A36587369326C3766			
Dragon Ball mobile	Page not found!	_QuickBMS		\data\scripts\dragonball_mobile.bms		
Dragon Ball Xenoverse	2015	_QuickBMS		\data\scripts\db_xenoverse_emb.bms		
Dragon Ball Z - Tenkaichi Tag Team (script 0.2)	Page not found!	_QuickBMS		\data\scripts\tenkaichi_pack.bms		
Dragon Ball Z: Battle of Z	2014	_QuickBMS		\data\scripts\dragon_ball_z_boz.bms		
Dragon Nest	2010	_QuickBMS		\data\scripts\eyedentitygames.bms		
Dragon Nest X	Page not found!	_QuickBMS		\data\scripts\dragon_nest_x.bms		
Dragon Portals	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Dragon Quest 2	Page not found!	_QuickBMS		\data\scripts\dragon_quest.bms		
Dragon Rider	Page not found!	_QuickBMS		\data\scripts\dragon_rider_spf.bms		
Dragon Slayer	Page not found!	_QuickBMS	pkg file (*.pkg)|	\data\scripts\aeriagames.bms		
Dragon Song	unknow	_SAU				
Dragon Sword	Page not found!	_QuickBMS	bag file (*.bag)|	\data\scripts\1gab_2gab_bag.bms		
Dragon's Dogma	2011	_MTFramework				
DragonBall Z: Budokai 3		_GAUP	AFS Files (*.AFS)|			
Dragons Dogma	2012	_QuickBMS	pck file (*.pck)|	\data\scripts\dragons_dogma.bms		
Dragonshard		_GAUP	H2O Files (*.H2O)|			
Drakan	дата	_QuickBMS		\data\scripts\drakan.bms		
Drake & Josh Talent Showdown	Page not found!	_QuickBMS		\data\scripts\drake_josh.bms		
Drakensang Online	Page not found!	_QuickBMS		\data\scripts\drakensang.bms		
Draugen 	2019	_Unreal4	0xF152AA7D5A0462D9E7A9897205765D627ECCA736E41CAB7D8670A188B28D1D86			
DreadOut 2	2020	_Unreal4	0xC62B7F21C5E240C3DF08EB318C578C0F69E5810E35F62F550BA822D40109844A			
Dreamcast.sty	Page not found!	_QuickBMS	Sega Dreamcast STY File (*.sty)|	\data\scripts\dreamcast_sty.bms		
Dreamer: Puzzle	2021	_Construct				
DreamKiller	2009	_QuickBMS		\data\scripts\dreamkiller.bms		
Dreamland	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Dreams of a Geisha	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
drg2sbg	Page not found!	_QuickBMS	drg file (*.drg)|	\data\scripts\drg2sbg.bms		
Drift City Online	Page not found!	_QuickBMS		\data\scripts\drift_city.bms		
Driving Emotion Type-S (PS2)	Page not found!	_QuickBMS	(LINKFILE.INF -r LINKFILE.BIN)|	\data\scripts\driving_emotion_type-s.bms		
Driving Simulator 2009	Page not found!	_QuickBMS	dfl file (*.dfl)|	\data\scripts\driving_simulator.bms		
Driving Speed 2	2008	_QuickBMS		\data\scripts\driving_speed.bms		
Droplitz	2009	_QuickBMS		\data\scripts\blitz_games.bms		
Drug Wars	1994	_CryEngine				
Drummania (PS2) (PAK)	Page not found!	_QuickBMS	PAK File (*.pak)|	\data\scripts\drummania_ps2_pak.bms		
dsPackX archive	Page not found!	_QuickBMS	#Note: move to archive or consoles menu	\data\scripts\dspackx.bms		
Dual Snake	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Duck in Town - A Rising Knight	2019	_Godot				
Duckman	дата	_QuickBMS		\data\scripts\duckman.bms		
Duke Nukem 3D		_GAUP	GRP Files (*.GRP)|			
Duke Nukem II		_GAUP	CMP Files (*.CMP)|			
Duke Nukem: Manhatten Project		_ZIP				
Duludubi Star	Page not found!	_QuickBMS		\data\scripts\duludubi_star.bms		
Dune (DAT)	1992	_QuickBMS	dat file (*.dat)|	\data\scripts\Dune_DAT.bms		
Dune 2 - Westwood	1992	_QuickBMS	pak file (*.pak)|	\data\scripts\Dune_2_PAK.bms		
Dune 2000		_GAUP	R8, R16, RS Files (*.R8; *.R16; *.RS)|			
Dune 3	1992	_QuickBMS		\data\scripts\dune3.bms		
Dune II The Building Of A Dynasty	1992	_QuickBMS	pak file (*.pak)|	\data\scripts\Dune_2_PAK.bms		
Dungeon Defenders: Awakened 	2020	_Unreal4	0x6D0AB49BEB9487FCEFD3A92737E458CBB610CD264DD332BCF9C273E56ADF102F			
Dungeon Gambit Boy	2018	_Construct				
Dungeon Hack	Page not found!	_QuickBMS		\data\scripts\dungeon_hack.bms		
Dungeon Keeper 2	1999	_QuickBMS	sdt file (*.sdt)|	\data\scripts\Dungeon_Keeper_2_SDT.bms		
Dungeon Lords		_GAUP	AL4, AL8, TWD Files (*.AL4; *.AL8; *.TWD)|			
Dungeon Manager	Page not found!	_QuickBMS		\data\scripts\dungeon_manager.bms		
Dungeon Siege	2002	_QuickBMS		\data\scripts\dsigtank.bms		
Dungeons & Dragons: Dark Alliance	2021	_Unreal4	0xA40B14BFCB892E11E1B0186BED68373C9013407EB22C5753D06CC843F1341B2E			
Dusk Diver	2019	_Unreal4	0xCAAAE55AAE350E1882B860F3694AD61F8C7A280CD8E1C683011750DDC210E297			
Dying Light	2014	_Chrome				
Dyna		_GAUP	IMG Files (*.IMG)|			
Dynasty Warriors 4	2003	_QuickBMS	(linkdata.idx -r linkdata.bin)|	\data\scripts\dynasty_warriors_4.bms		
Dystopia	2009	_Source				
E.Y.E: Divine Cybermancy	2011	_Source				
EA Cricket 2004	2003	_QuickBMS	gob file (*.gob)|	\data\scripts\EA_Cricket_2004_GOB.bms		
EA Cricket 2005	2004	_GAUP	BIG Files (*.BIG)|			
EALIB	Page not found!	_QuickBMS		\data\scripts\ealib.bms		
Earth 2140		_GAUP	WD Files (*.WD)|			
Earth 2150		_GAUP	WD Files (*.WD)|			
Earth 2160		_GAUP	WD Files (*.WD)|			
Earth And Beyond	2002	_QuickBMS		\data\scripts\mix1.bms		
Earth Defense Force: Iron Rain	2019	_Unreal4	0xCF812E306958EF92C90EA4F251994FE747306B7B666940FBE2ED711139EDB65E			
Earth Defense Force: World Brothers 	2021	_Unreal4	0x4055102382008C1D820548683D055CC84B03164B43EDF64A80629B384A4D8DA4			
Earth Elements	2021	_Godot				
East India Company	2009	_QuickBMS		\data\scripts\eic.bms		
East Point File System	unknow	_SAU	#Note: move to archives menu			
Echelon	2001	_QuickBMS	sfx file (*.sfx)|	\data\scripts\Echelon_SFX.bms		
Echoes Of Sorrow	2011	_QuickBMS		\data\scripts\echoes_of_sorrow.bms		
Echoes of the Past 3	Page not found!	_QuickBMS		\data\scripts\echoes_of_the_past_3.bms		
Echoes of the Past 4	Page not found!	_QuickBMS		\data\scripts\echoes_of_the_past_4.bms		
Eclipse War	Page not found!	_QuickBMS		\data\scripts\eclipse_war.bms		
Ed Edd n Eddy: The Mis-Edventures	Page not found!	_QuickBMS		\data\scripts\ed_edd_eddy_ps2.bms		
Edelweiss - Astebreed	Page not found!	_QuickBMS		\data\scripts\edelweiss.bms		
Eden	Page not found!	_QuickBMS		\data\scripts\eden_.bms		
Eden Eternal	2011	_QuickBMS	pkg file (*.pkg)|	\data\scripts\aeriagames.bms		
Edgar Torronteras Extreme Biker	Page not found!	_QuickBMS		\data\scripts\e_biker.bms		
EdMark - Mighty Math Carnival Countdown	Page not found!	_QuickBMS		\data\scripts\edmark.bms		
Egg Returns Home	2015	_Godot				
Egosoft X example	Page not found!	_QuickBMS		\data\scripts\egosoft_x.bms		
Egyptian Ball	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
El Airplane		_ZIP				
Elasto Mania		_GAUP	ELMA.RES Files (ELMA.RES)|			
Elder Scrolls 2: Daggerfall, The	1994	_Bethesda				
Elder Scrolls Adventures: Redguard, The	1998	_Bethesda				
Elder Scrolls I Arena, The	1993	_Bethesda				
Elder Scrolls III: Morrowind, The	2002	_Bethesda				
Elder Scrolls III: Morrowind, The (cel\top create)	2002	_CelTop				
Elder Scrolls IV: Oblivion	2007	_Bethesda				
Elder Scrolls Legend Battlespire, An	1998	_Bethesda				
Elder Scrolls Online, The	2014	_Bethesda				
Elder Scrolls V: Skyrim LE\SE\AE, The	2011	_Bethesda				
Electranoid	Page not found!	_QuickBMS		\data\scripts\Electranoid_RES.bms		
Electronic Arts BGFA	#Note: move to engine menu	_QuickBMS	BGFA containers (*.bgfa)|	\data\scripts\eabgfa.bms		
Electronic Arts VFS	#Note: move to engine menu	_QuickBMS		\data\scripts\vfs_ea_coltd.bms		
Elements of War	2010	_QuickBMS		\data\scripts\elements_of_war.bms		
Elixir of Immortality	Page not found!	_QuickBMS		\data\scripts\vogat.bms		
Elizabeth Find M.D. Diagnosis Mystery, Season 2	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Ellie	2019	_Godot				
Elminage	Page not found!	_QuickBMS		\data\scripts\elminage.bms		
Elsword	2007	_QuickBMS		\data\scripts\kom.bms		
Ember Kaboom	2016	_Construct				
Emberglass	2021	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Emerald City	Page not found!	_QuickBMS		\data\scripts\emerald_city_zxml.bms		
Emil und Pauline bei den Piraten	Page not found!	_QuickBMS		\data\scripts\emil_und_pauline.bms		
Emperor	Page not found!	_QuickBMS	pak file (*.pak)|	\data\scripts\emperor_pak.bms		
Emperor: Battle for Dune		_GAUP	BAG Files (*.BAG)|			
Empire 2	Page not found!	_QuickBMS	dat file (*.dat)|	\data\scripts\DAT.bms		
Empire Earth 2		_ZIP				
Empire Earth 3		_ZIP				
Empire of the Ants	2000	_QuickBMS	dta file (*.dta)|	\data\scripts\empire_of_ants.bms		
Empires	2008	_Source				
Emptiness, The	Page not found!	_QuickBMS		\data\scripts\the_emptiness.bms		
Enciclopedy of Pathiance, Vol.1 (game.*)		_ZIP				
Enciclopedy of Pathiance, Vol.2 (game.*)		_ZIP				
Encounters in Space (PS2)	Page not found!	_QuickBMS		\data\scripts\mb12cddvd.bms		
End of Nations	2014	_QuickBMS		\data\scripts\petroglyph.bms		
End Reach	2020	_Godot				
Enderal: Forgotten Stories	2019	_Bethesda				
Endhall	2018	_Godot				
Endless Ocean: Blue World	Page not found!	_QuickBMS		\data\scripts\endless_ocean.bms		
Endless Rubber		_Godot				
Enemy	2015	_idTech				
Enemy Territory: Quake Wars 	2007	_idTech				
Engage Souls		_Unreal4	0x246572CCF382B6EAE3279A95D3A2E4B5CF51D4D6E11FF85F95A0DBC8950B0C88			
Enhanced Cavern 2	Page not found!	_QuickBMS		\data\scripts\enhanced_cavern_2.bms		
Enigmatis: The Ghosts of Maple Creek	2012	_QuickBMS	cub file (*.cub)|	\data\scripts\enigmatis.bms		
Enter the Matrix	2003	_QuickBMS	(aunew.wad)|	\data\scripts\enter_the_matrix_aunew.bms		
Entomorph	1995	_SAU				
Entropia Universe	2003	_QuickBMS		\data\scripts\entropia.bms		
Entropy : Zero	2017	_Source				
Epanalepsis	2015	_Construct				
Epic	1991	_QuickBMS		\data\scripts\epic_dat.bms		
Epic Mickey 2	Page not found!	_QuickBMS		\data\scripts\epic_mickey.bms		
Epic Seven	Page not found!	_QuickBMS		\data\scripts\epic_seven.bms		
Epic Space: Online	2014	_Construct				
EPOC Operation System		_GAUP	SIS Files (*.SIS)|			
EPUB Ebook		_ZIP				
Escape alone	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Escape Dead Island	2014	_QuickBMS		\data\scripts\escape_dead_island.bms		
Escape From Monkey Island	2000	_QuickBMS	m4b file (*.m4b)|	\data\scripts\Escape_From_Monkey_Island_M4B.bms		
Escape from Paradice City	Page not found!	_QuickBMS		\data\scripts\escape_paradise_city_lfm.bms		
Escape from the Cosmic Abyss	2020	_Godot				
Escape Rebooted	2020	_Godot				
Escape The Emerald Star	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Esenthel	Page not found!	_QuickBMS		\data\scripts\esenthel.bms		
Esoteria (22K)	Page not found!	_QuickBMS		\data\scripts\Esoteria_22K.bms		
Esoteria (E3)	Page not found!	_QuickBMS		\data\scripts\Esoteria_E3.bms		
Estranged: Act I	2014	_Source				
Eternal Darkness	Page not found!	_QuickBMS		\data\scripts\eternal_darkness.bms		
Eternal Silence	2009	_Source				
Eternal Step	2015	_Construct				
Eternal War: Shadows of Light 	2002	_idTech				
Eternity the Last Unicorn		_Unreal4	0x84C3295EDA0DDF5DE05575CB817414E0A3357598AFD5C68DECD684812EAFC9B5			
Eternower	2020	_Godot				
Ether Saga	2009	_QuickBMS		\data\scripts\ether_saga.bms		
Ether Vapor	Page not found!	_QuickBMS		\data\scripts\edelweiss.bms		
Etherlords (RES)	2001	_QuickBMS		\data\scripts\Etherlords_RES.bms		
Euro 2000	1999	_QuickBMS	big file (*.big)|	\data\scripts\BIG_BIGF.bms		
Euro 2000		_GAUP	BIG Files (*.BIG)|			
Euro Truck Simulator		_ZIP				
Euro Truck Simulator 2	2012	_OtherPRG	SCS File (*.scs)|	scs_extractor.exe		FolderName
Eve Online	2003	_QuickBMS		\data\scripts\eve_online.bms		
Everspace 2 		_Unreal4	0x6512A13BA51FA83D6A8ADBEB35C0660EC631EFFB72ADC4C94976E73AB0071508			
Everybody's Gone to the Rapture	2015	_CryEngine				
Evil Islands (RES)	Page not found!	_QuickBMS		\data\scripts\Evil_Islands_RES.bms		
Evil Islands: Curse Of The Lost Soul (RES)	2000	_QuickBMS		\data\scripts\RES.bms		
Evil Winhin 2	2017	_idTech				
Evil Within	2014	_idTech				
Evochron Mercenary	2012	_Godot				
Evocron Legends	Page not found!	_QuickBMS		\data\scripts\evocron_legends.bms		
Evolve	2015	_CryEngine				
EvolveLabOnline		_Godot				
Ex-Zodiac		_Godot				
Exanima	2015	_QuickBMS		\data\scripts\exanima.bms		
Excellent Expectations	2017	_Construct				
ExciteBots: Trick Racing	Page not found!	_QuickBMS		\data\scripts\excitebots.bms		
Eximius: Seize the Frontline	2021	_Unreal4	0x71964EA42D149FC498DBE1CB2C05B91D7EAE8B53C5878991B5E8EA6F695A2CC0			
ExMachina: Meridian 113		_GAUP	GDP Files (*.GDP)|			
Expedition OL/远征OL	Page not found!	_QuickBMS		\data\scripts\expedition_ol.bms		
Expelled	2017	_Construct				
Extreme Football 3on3 v4673 		_Unreal4	0xB26B71E2CEDB20D3E50EA6942AD561DB7755CE5408EBAED365139A12C37D0B88			
Eyepet	Page not found!	_QuickBMS		\data\scripts\eyepet.bms		
Ezbind	Page not found!	_QuickBMS		\data\scripts\ezbind.bms		
F-16 Multirole Fighter (PFF)	Page not found!	_QuickBMS		\data\scripts\PFF_PFF3.bms		
F-16 Multirole Fighter (SBF)	Page not found!	_QuickBMS		\data\scripts\SBF_SBF0.bms		
F-22 Lightning II (VDK)	Page not found!	_QuickBMS	VDK File (*.vdk)|	\data\scripts\f22_vdk.bms		
F-22 Raptor (PFF)	Page not found!	_QuickBMS		\data\scripts\PFF.bms		
F-33 Lightning 3 (PFF)	Page not found!	_QuickBMS		\data\scripts\PFF.bms		
F.3.A.R./F.E.A.R. 3	2011	_QuickBMS	не работает	\data\scripts\f3ar_prebuild.bms		
F.E.A.R. 	2005	_LithTech				
F.E.A.R. 2: Project Origin 	2009	_LithTech				
F.E.A.R. 2: Reborn 	2009	_LithTech				
F.E.A.R. 3/F.3.A.R.	2011	_QuickBMS	не работает	\data\scripts\f3ar_prebuild.bms		
F.E.A.R. Extraction Point 	2006	_LithTech				
F.E.A.R. Files 	2007	_LithTech				
F.E.A.R. Perseus Mandate 	2007	_LithTech				
F1 (2001)	2000	_QuickBMS	SDT File (*.sdt)|	\data\scripts\f1_2001_sdt.bms		
F1 2010	2010	_QuickBMS		\data\scripts\f12010_nefs.bms		
F1 2010 Nefs	2009	_QuickBMS		\data\scripts\f12010_nefs.bms		
F1 2013	2013	_QuickBMS		\data\scripts\f12010_nefs.bms		
F1 2014	2014	_QuickBMS		\data\scripts\f12010_nefs.bms		
F1 2015 (config.bin)	2014	_QuickBMS	 (config.bin)|	\data\scripts\f12015_erp.bms		
F1 2015 ERP	2014	_QuickBMS		\data\scripts\f12010_nefs.bms		
F1 2016 (Android)	2016	_QuickBMS	Android Cash (*.obb)|	\data\scripts\xpk2.bms		
F1 Challenge (MAS)	Page not found!	_QuickBMS		\data\scripts\f12010_nefs.bms		
F3AR/FEAR 3	2011	_QuickBMS	не работает	\data\scripts\f3ar_prebuild.bms		
Fable: The Lost Chapters		_GAUP	LUG, LUT, BIG, STB, WAD Files (*.LUG; *.LUT; *.BIG; *.STB; *.WAD)|			
Face of Mankind	2006	_LithTech				
Faces of War	2006	_ZIP	PAK file (*.pak)|			
Faery Tale Adventure 2	1997	_SAU				
